"x","y","z"
-0.194263290445963,0.223524098303114,-0.211129883609736
0.0203461295094139,-0.380148670016675,-0.990471691518901
0.832259381927636,3.05490093822544,-2.72578164143987
0.776872848978871,1.54046456665999,1.26972067026318
-0.0255273498150967,0.0646963646232126,0.0886242369781021
1.04603845285487,1.62846459533498,-0.135338802253779
-0.197691844591734,-1.86542807387923,-2.48912975420054
-1.36082590920041,-0.55675487174812,-1.54221119929992
0.405139058112366,3.05545220320869,-1.50374773987126
-0.160556482903791,0.71031374544483,1.34447464740697
0.935616586217771,0.404238324231231,2.91664787642197
-0.349719085816696,-0.21750150708346,-2.02566792788139
0.422781812689408,0.524640065832228,2.76394849682689
0.263397433485916,-0.021164403447966,1.14941767061356
-0.521081415562946,-0.560867233314985,-2.92667190389457
2.19447870965272,3.24126402039467,0.764521151990534
0.0330037403320965,-0.908615146828525,-2.25546565430947
0.710020414942042,1.93142253971589,0.462094726575091
0.0576154670178555,0.362607147413527,1.28795828860152
-0.695406299057557,-1.22615582445619,-2.3021335977799
0.29264525146054,-0.0975216395120383,0.906598904693172
-0.262721495191582,0.188446592081282,-0.612113615222588
-0.419040712783412,-0.505978386771853,-2.70668775062022
0.757570486044498,-0.672306961986801,1.3485838262589
0.904007626368923,0.976193004253379,2.19970548145143
-1.1298573931055,-1.54481917183953,0.305390959830455
0.207169545164079,0.677413484336297,2.53367936673603
0.178710131012815,2.03528717741605,2.2336215937329
0.61587706313844,0.974159624987655,2.84314063296485
-0.452706747053819,-0.149104920836345,-2.20455962099202
-0.891286643442047,-1.27011313184856,-1.46428854359234
0.402074641819535,1.72591306297365,2.17922055265269
-1.31137884314354,-1.88743182489155,1.98452955494996
1.00554235393538,-0.994309041187836,1.47337524358775
0.809617931310459,1.09204990283678,2.20498512986926
-1.66164948595953,-1.61294296621219,2.4884344992509
-0.771031945145309,-0.298346903061838,-3.03083709629776
-0.698148708544817,-1.40527806455416,-1.90705499846108
0.209005068498237,0.266059915830471,1.64176723606406
0.757157599955339,1.1467830094015,2.31018517874767
-1.81710226485283,-1.77629013738039,3.00243686415977
-0.0324990939741374,0.394907156527554,1.02805898284898
-0.789379623740969,-1.5288326347362,-1.22778345083024
0.157390575007867,0.937108036602664,2.80416699867671
-0.118864822893754,-0.835714098661088,-2.54680318023428
-0.846931281248251,-0.541515724137339,-2.9478473447761
-0.242082928970147,0.618871428075108,0.800176410483219
0.0841465990301201,1.69057725286967,2.90403674435855
0.678924551546808,2.24746608050677,-0.390848057960029
-1.98618331041614,-2.16580434166793,2.74761091686627
0.580463767790775,0.143956032388228,2.5049680499809
-0.701526766687373,-0.674219819531669,-2.95401735893663
0.180879845976889,1.39403008500288,2.95305537732665
0.0766601440116297,0.534841191175442,1.81884465702272
-0.186037094199888,-0.0300485471633848,-0.867582208772593
-0.447217434603748,0.0216913182518527,-1.81651614040458
-0.492393754993173,0.0610171308268411,-1.87290921997694
-1.54602303541949,-0.821486564543183,0.0144614691831801
-1.8972750652968,-3.04059988033905,1.12745912485242
0.2798398344843,0.212848762724367,1.69985683357348
-0.649552048658456,-0.480475132227764,-2.98647890022064
-0.423016203577211,0.118523993862119,-1.4936973502794
1.54465569738151,1.81696261062679,-2.51536614036231
1.18013889550987,0.883964653861274,1.39540210293474
-0.931880321886878,0.954369691618384,-1.29004409846165
-0.0626242921532214,0.176281003554127,0.262828565887988
-0.515802843645229,0.376074306426065,-1.18347834342465
-0.395651167915966,-0.379092514440296,-2.50397273569407
-0.562462818000064,-1.33880127213402,-2.38979748892409
-1.77565793381436,-2.49847048374858,2.68594878705955
0.229335303058843,0.932852820046342,2.87150373728387
0.112019960632194,0.0504005802609698,0.620775484809048
1.70327327952154,2.41215787763458,-2.86510263942765
0.150683034007275,-1.03950483352657,-2.15027392614157
0.786073929051294,1.64819273991344,0.901831182960368
0.36877203872038,0.277293488473648,2.19595054950908
0.0739909541686059,-1.01020336646524,-2.39154110997453
-0.600118529731904,0.360504155243604,-1.48368085779103
0.251412042707307,0.664527171200335,2.64403690237298
-0.863956641375125,-0.370007078226706,-2.98470624851845
-0.437690432494888,0.0403661693146241,-1.7327495426546
-0.967548945073191,2.28048492051051,2.23628770682508
