"X1","X2","X3","X4"
2.2259618203892,0.109366021649884,-0.0500591476449913,0.518651537784124
-1.07500368703899,-4.83287743061095,-0.419398547936358,0.843718499326045
0.331692571848461,1.4939905860787,-0.0982386424022806,0.366328306552362
0.461713861713024,-1.4026671024219,-0.0185178098629088,0.31078302176754
2.87407836983508,3.89276164149656,0.233035181987469,-0.0992271247839918
0.230607099358038,2.37251844620818,-0.51103373147769,-0.253444052924488
0.739948015963864,-2.1647618207533,0.370207767341121,-0.354406849496158
-0.994560351828253,-3.84759242170597,0.37249191357693,0.344504512988586
2.5133653778296,1.39672865561862,-0.173228483373409,-0.157573678844238
-2.18370375236972,-0.0868470714719625,-0.440142686566287,-0.267673736218016
-0.850883558988799,-0.920615056265418,-0.0485188811062071,0.151651547985839
-1.33020269337281,-0.890440768820858,0.568425361281964,0.360860808248142
2.61433120112388,-0.763456658066342,-0.677990852439556,-0.0578657443685773
-0.307151062042368,-2.24713990577013,0.0702093801186311,-0.290788820117243
2.01407497522252,-0.173917104569437,0.158003495417641,-0.0574587646335913
0.447196257181639,0.916948035199958,0.134325754436762,-0.298487517438132
1.0670812456506,0.778744085665942,-0.602693188757523,0.252385175060862
-0.378893513960103,-0.779811878083214,0.727986208752983,0.712250359160218
-1.36638437722314,-2.19083950121857,0.151630710140918,-0.151618955146702
-0.540672440516345,-0.796656683482523,0.333897834084749,0.301876092384463
-0.964944903535462,1.68025085039535,-0.109770352630414,-0.524830370431922
2.36565470246603,1.04773105055484,-0.0455590652363827,0.438152837033537
1.66424297768934,1.548403894113,-0.345288302929228,-0.427894321712161
-1.53723985209983,-3.5370953908333,-0.0467976705752172,-0.268385791386246
1.93534672126102,-0.498867020549909,0.0878394219371749,0.0323630013682259
2.41987175226901,1.36818341663413,-0.197366776724695,0.109591487734415
2.32013357105135,-1.29412302641652,-0.445136427667566,-0.119799575819153
3.17587386715053,0.314651795998494,-0.332462700869176,-0.0144285786339457
-2.01533942953148,-0.627311323012357,0.102989233239798,0.0977569243842237
2.60770415955509,1.05768148308148,-0.5094113902108,-0.0510029331715189
0.659854566975032,-2.06408668034614,0.621085040064452,-0.326696427234497
-2.48168377277944,0.553215526610894,0.151880522558954,-0.287976175494754
0.471577899164957,-1.27475117951966,0.183697908406392,-0.115745178532743
-2.04443356057124,0.614262899710399,0.239448330328645,0.247462150655726
-3.07024358430435,-0.051436557723552,-0.0305851845968665,0.129216287271779
0.802353713161258,-0.688899052617735,0.361130418008838,-0.884713134135008
0.709815203701939,2.18531932908422,-0.0745773967433748,-0.12704685983081
-1.08426770652961,1.56155196440118,0.033695065715651,0.305527230274586
-1.66532601625455,0.354590615156352,-0.16124079854843,0.0331199200089334
-1.99175768419393,-2.11563152121192,-0.0371577610886281,-0.0369003668722073
1.48197104722658,-0.413601511041287,0.083038708344244,-0.904409088096967
-2.34602550420963,-1.31385723900181,-0.0152019397512268,-0.342101316174122
1.29373018199572,3.31296085936403,0.00406598247884986,-0.391872931968867
-0.778135026631754,1.95919659463946,0.0570871629018116,0.54935971180922
-1.09440036028093,1.35579384498595,0.0472731047500007,0.393709487766599
0.508434813654739,-3.03566389730923,0.0835675839439325,-0.197377179459503
-1.08485490122068,-3.28473438058448,-0.0548484186238008,-0.0408247088633409
1.08263003833269,-0.388003795546644,-0.524084264935248,0.120086867093211
1.71286791951038,2.01881320871088,-0.332042676421425,-0.424553395733071
-3.4868543805528,-2.11934503278099,0.0648549588779896,0.386051670339812
0.581932042394705,-0.699986681864082,0.279296484312937,0.403638742606908
1.70641916971296,-0.328081636797467,-0.0216126380539259,-0.0734928169419294
1.69537706134224,0.532957315869517,0.113703301490665,-0.186960083296824
0.280295426134272,-1.92930296449912,0.535290820584411,0.340520564096097
1.683434013753,2.07615084642857,-0.758778961774576,-0.168126653403526
2.14671257532769,1.45855284491729,0.0421343051836005,0.0862294084088366
0.994750859656469,-1.14156261630094,-0.251785522168183,0.158763594525929
-2.37665037319362,-0.318271901906189,-0.41711660216433,0.868234920811368
0.87704155343833,1.0975295201757,0.0827383713436885,0.444294746536945
-0.718282403125248,1.01307403363573,0.378445459191519,-0.100567014359543
0.225844765650038,-0.852692068333683,0.264589271176341,-0.30844687151531
2.09640497618134,-0.940561138380154,-0.099791689300588,0.578368329486421
0.271964572710917,2.25315488860475,-0.0224993974257097,0.427318952687227
-1.70833126541583,-2.30498756786856,0.0732007386771333,-0.0793962491763248
-0.564672803388992,-0.5485956003899,-0.773371686518935,0.47889975470626
3.61121961953993,1.62880104580146,0.0482134964996665,0.175382521970712
0.123314377826154,0.0510117644709699,0.364334028057673,0.142720480874078
-2.57181294655528,-1.6958022382664,0.473336215423033,0.199883231102583
0.29784115394236,-0.766644919888406,0.0314211407907791,-0.0945121651505231
0.404774550822569,-1.21916730147342,-0.0737248548863789,0.116015672916647
